event_id,user_id,event_date,event_type,plan,mrr_impact,cancel_reason
145,60,2026-05-11,trial_churn,,0.0,
146,61,2025-01-08,subscription_start,Standard,15.99,
147,61,2025-03-09,cancellation,Standard,-15.99,found_alternative
148,61,2025-04-29,reactivation,Standard,15.99,
149,61,2026-05-24,cancellation,Standard,-15.99,content_dissatisfaction
150,62,2024-12-28,subscription_start,Basic,9.99,
151,62,2026-06-21,cancellation,Basic,-9.99,price
152,63,2024-08-30,trial_start,,0.0,
153,63,2024-09-06,subscription_start,Premium,21.99,
154,63,2025-12-30,cancellation,Premium,-21.99,not_using
155,64,2026-01-24,trial_start,,0.0,
156,64,2026-01-31,trial_churn,,0.0,
157,65,2026-03-17,trial_start,,0.0,
158,65,2026-03-24,subscription_start,Standard,15.99,
159,66,2026-04-16,trial_start,,0.0,
160,66,2026-04-23,subscription_start,Basic,9.99,
161,67,2025-11-06,subscription_start,Family,27.99,
162,67,2026-04-05,cancellation,Family,-27.99,technical_issues
163,68,2024-10-12,trial_start,,0.0,
164,68,2024-10-19,subscription_start,Basic,9.99,
165,68,2025-10-14,cancellation,Basic,-9.99,content_dissatisfaction
166,69,2024-01-29,subscription_start,Family,27.99,
167,70,2024-09-28,trial_start,,0.0,
168,70,2024-10-05,trial_churn,,0.0,
169,71,2025-06-07,trial_start,,0.0,
170,71,2025-06-14,subscription_start,Standard,15.99,
171,71,2025-11-11,cancellation,Standard,-15.99,price
172,72,2025-03-22,trial_start,,0.0,
173,72,2025-03-29,subscription_start,Standard,15.99,
174,72,2025-07-27,upgrade,Premium,21.99,
175,72,2026-05-23,cancellation,Premium,-21.99,found_alternative
176,73,2024-03-12,subscription_start,Premium,21.99,
177,73,2025-02-05,cancellation,Premium,-21.99,found_alternative
178,74,2024-11-03,subscription_start,Premium,21.99,
3224,74,2024-11-03,subscription_start,Premium,21.99,
179,74,2025-12-28,downgrade,Basic,9.99,
180,74,2026-04-27,cancellation,Basic,-9.99,content_dissatisfaction
181,75,2025-07-21,subscription_start,Standard,15.99,
182,76,2024-06-27,trial_start,,0.0,
183,76,2024-07-04,trial_churn,,0.0,
184,77,2024-08-03,trial_start,,0.0,
185,77,2024-08-10,trial_churn,,0.0,
186,78,2025-03-28,subscription_start,Premium,21.99,
187,78,2025-12-23,cancellation,Premium,-21.99,price
188,78,2026-04-22,reactivation,Premium,21.99,
189,79,2024-10-17,subscription_start,Standard,15.99,
190,79,2024-12-16,cancellation,Standard,-15.99,price
191,80,2026-02-08,trial_start,,0.0,
192,80,2026-02-15,subscription_start,Basic,9.99,
193,80,2026-06-15,cancellation,Basic,-9.99,not_using
194,81,2024-02-17,trial_start,,0.0,
195,81,2024-02-24,trial_churn,,0.0,
196,82,2026-06-26,trial_start,,0.0,
197,82,2026-07-03,trial_churn,,0.0,
198,83,2024-09-06,subscription_start,Basic,9.99,
199,83,2025-02-03,cancellation,Basic,-9.99,price
200,84,2024-08-12,trial_start,,0.0,
201,84,2024-08-19,subscription_start,Premium,21.99,
202,84,2024-09-18,downgrade,Basic,9.99,
203,85,2024-09-12,subscription_start,Premium,21.99,
204,86,2025-09-01,subscription_start,Standard,15.99,
205,87,2025-05-31,subscription_start,Basic,9.99,
206,87,2025-11-27,cancellation,Basic,-9.99,price
207,87,2026-05-30,reactivation,Basic,9.99,
208,88,2025-05-01,subscription_start,Basic,9.99,
209,89,2025-06-17,subscription_start,Basic,9.99,
210,89,2026-01-13,upgrade,Standard,15.99,
211,90,2024-08-28,trial_start,,0.0,
212,90,2024-09-04,trial_churn,,0.0,
213,91,2024-08-24,trial_start,,0.0,
214,91,2024-08-31,trial_churn,,0.0,
215,92,2024-12-04,trial_start,,0.0,
216,92,2024-12-11,trial_churn,,0.0,
217,93,2026-02-27,trial_start,,0.0,
218,93,2026-03-06,trial_churn,,0.0,
219,94,2024-01-07,trial_start,,0.0,
220,94,2024-01-14,subscription_start,Standard,15.99,
221,94,2025-12-04,cancellation,Standard,-15.99,content_dissatisfaction
222,95,2026-01-22,trial_start,,0.0,
223,95,2026-01-29,subscription_start,Basic,9.99,
224,96,2025-03-22,subscription_start,Standard,15.99,
225,96,2026-01-16,cancellation,Standard,-15.99,technical_issues
226,97,2026-05-10,trial_start,,0.0,
227,97,2026-05-17,subscription_start,Standard,15.99,
228,98,2025-02-07,trial_start,,0.0,
229,98,2025-02-14,subscription_start,Standard,15.99,
230,98,2025-10-12,cancellation,Standard,-15.99,price
231,99,2025-04-17,trial_start,,0.0,
232,99,2025-04-24,trial_churn,,0.0,
233,100,2024-12-11,trial_start,,0.0,
234,100,2024-12-18,subscription_start,Basic,9.99,
235,100,2025-03-18,cancellation,Basic,-9.99,technical_issues
236,101,2024-03-24,trial_start,,0.0,
237,101,2024-03-31,trial_churn,,0.0,
238,102,2024-03-11,trial_start,,0.0,
239,102,2024-03-18,subscription_start,Standard,15.99,
240,102,2025-03-13,cancellation,Standard,-15.99,not_using
241,103,2024-01-21,trial_start,,0.0,
242,103,2024-01-28,subscription_start,Premium,21.99,
243,103,2024-09-24,downgrade,Standard,15.99,
244,103,2025-05-22,upgrade,Premium,21.99,
245,103,2025-05-22,cancellation,Premium,-21.99,technical_issues
246,104,2024-08-11,trial_start,,0.0,
247,104,2024-08-18,trial_churn,,0.0,
248,105,2026-02-04,trial_start,,0.0,
249,105,2026-02-11,trial_churn,,0.0,
250,106,2024-01-27,trial_start,,0.0,
251,106,2024-02-03,trial_churn,,0.0,
252,107,2026-01-02,trial_start,,0.0,
253,107,2026-01-09,subscription_start,Standard,15.99,
254,108,2026-03-02,subscription_start,Premium,21.99,
255,109,2025-08-02,trial_start,,0.0,
256,109,2025-08-09,trial_churn,,0.0,
257,110,2025-10-25,trial_start,,0.0,
258,110,2025-11-01,subscription_start,Standard,15.99,
259,110,2026-03-01,cancellation,Standard,-15.99,price
260,111,2025-01-05,trial_start,,0.0,
261,111,2025-01-12,subscription_start,Standard,15.99,
262,111,2025-06-11,cancellation,Standard,-15.99,content_dissatisfaction
263,112,2026-01-21,subscription_start,Basic,9.99,
264,112,2026-05-21,cancellation,Basic,-9.99,price
265,113,2025-04-21,subscription_start,Premium,21.99,
266,114,2026-04-30,trial_start,,0.0,
267,114,2026-05-07,subscription_start,Basic,9.99,
268,115,2025-11-15,trial_start,,0.0,
269,115,2025-11-22,subscription_start,Premium,21.99,
270,116,2024-08-05,subscription_start,Premium,21.99,
271,116,2025-05-02,cancellation,Premium,-21.99,price
272,117,2024-10-09,trial_start,,0.0,
273,117,2024-10-16,subscription_start,Premium,21.99,
274,117,2025-01-14,downgrade,Basic,9.99,
275,117,2025-02-13,cancellation,Basic,-9.99,moved_competitor
276,118,2025-02-20,trial_start,,0.0,
277,118,2025-02-27,subscription_start,Standard,15.99,
278,118,2025-05-28,downgrade,Basic,9.99,
279,119,2025-05-17,trial_start,,0.0,
280,119,2025-05-24,subscription_start,Premium,21.99,
281,119,2025-11-20,cancellation,Premium,-21.99,price
282,119,2026-04-19,reactivation,Basic,9.99,
283,120,2024-09-06,trial_start,,0.0,
284,120,2024-09-13,subscription_start,Standard,15.99,
285,120,2025-02-10,upgrade,Premium,21.99,
286,120,2026-05-06,downgrade,Basic,9.99,
287,120,2026-06-05,cancellation,Basic,-9.99,content_dissatisfaction
288,121,2025-03-11,trial_start,,0.0,
289,121,2025-03-18,subscription_start,Standard,15.99,
290,121,2025-04-17,cancellation,Standard,-15.99,content_dissatisfaction
291,122,2024-08-24,subscription_start,Standard,15.99,
292,122,2025-10-18,upgrade,Premium,21.99,
293,122,2025-11-17,cancellation,Premium,-21.99,price
294,123,2025-12-07,subscription_start,Basic,9.99,
295,124,2026-02-17,trial_start,,0.0,
296,124,2026-02-24,trial_churn,,0.0,
297,125,2025-01-04,trial_start,,0.0,
298,125,2025-01-11,subscription_start,Basic,9.99,
299,126,2024-02-25,trial_start,,0.0,
300,126,2024-03-03,trial_churn,,0.0,
301,127,2024-01-13,trial_start,,0.0,
302,127,2024-01-20,subscription_start,Standard,15.99,
303,127,2026-05-09,downgrade,Basic,9.99,
304,128,2024-02-22,trial_start,,0.0,
305,128,2024-02-29,trial_churn,,0.0,
306,129,2024-03-16,subscription_start,Premium,21.99,
307,129,2024-07-14,cancellation,Premium,-21.99,moved_competitor
308,130,2024-11-07,trial_start,,0.0,
309,130,2024-11-14,subscription_start,Premium,21.99,
310,130,2025-01-13,upgrade,Family,27.99,
311,131,2026-03-20,subscription_start,Standard,15.99,
312,132,2024-10-31,trial_start,,0.0,
3217,132,2024-10-31,trial_start,,0.0,
313,132,2024-11-07,subscription_start,Standard,15.99,
314,132,2025-10-03,upgrade,Family,27.99,
315,132,2026-05-01,cancellation,Family,-27.99,content_dissatisfaction
316,133,2026-01-27,trial_start,,0.0,
317,133,2026-02-03,subscription_start,Basic,9.99,
318,134,2024-03-24,trial_start,,0.0,
319,134,2024-03-31,subscription_start,Family,27.99,
320,134,2025-10-22,downgrade,Premium,21.99,
321,135,2025-04-06,subscription_start,Basic,9.99,
322,136,2025-12-20,subscription_start,Standard,15.99,
323,136,2026-01-19,cancellation,Standard,-15.99,found_alternative
324,137,2025-10-02,trial_start,,0.0,
325,137,2025-10-09,trial_churn,,0.0,
326,138,2024-08-18,trial_start,,0.0,
327,138,2024-08-25,subscription_start,Standard,15.99,
328,138,2025-01-22,downgrade,Basic,9.99,
329,138,2025-11-18,cancellation,Basic,-9.99,not_using
330,139,2024-06-18,trial_start,,0.0,
331,139,2024-06-25,subscription_start,Family,27.99,
332,139,2024-08-24,cancellation,Family,-27.99,price
333,140,2025-04-24,trial_start,,0.0,
3225,140,2025-04-24,trial_start,,0.0,
334,140,2025-05-01,trial_churn,,0.0,
335,141,2025-03-24,trial_start,,0.0,
336,141,2025-03-31,subscription_start,Family,27.99,
337,141,2026-05-25,cancellation,Family,-27.99,not_using
338,142,2024-01-27,trial_start,,0.0,
339,142,2024-02-03,trial_churn,,0.0,
340,143,2024-01-22,trial_start,,0.0,
341,143,2024-01-29,subscription_start,Premium,21.99,
342,143,2024-10-25,downgrade,Basic,9.99,
343,143,2025-05-23,cancellation,Basic,-9.99,moved_competitor
344,143,2025-06-20,reactivation,Premium,21.99,
345,144,2025-10-29,trial_start,,0.0,
346,144,2025-11-05,subscription_start,Basic,9.99,
347,145,2026-04-13,trial_start,,0.0,
348,145,2026-04-20,subscription_start,Basic,9.99,
349,146,2025-11-17,trial_start,,0.0,
350,146,2025-11-24,subscription_start,Standard,15.99,
351,147,2025-02-14,trial_start,,0.0,
352,147,2025-02-21,subscription_start,Family,27.99,
353,147,2025-06-21,cancellation,Family,-27.99,found_alternative
354,148,2026-03-02,subscription_start,Standard,15.99,
355,148,2026-05-01,downgrade,Basic,9.99,
356,149,2025-07-09,trial_start,,0.0,
357,149,2025-07-16,trial_churn,,0.0,
358,150,2025-05-25,trial_start,,0.0,
359,150,2025-06-01,trial_churn,,0.0,
360,151,2024-10-21,subscription_start,Premium,21.99,
361,151,2025-09-16,cancellation,Premium,-21.99,not_using
362,152,2025-09-15,trial_start,,0.0,
363,152,2025-09-22,subscription_start,Basic,9.99,
364,153,2024-04-05,subscription_start,Premium,21.99,
365,153,2025-04-30,cancellation,Premium,-21.99,price
366,154,2025-10-25,subscription_start,Premium,21.99,
367,155,2025-03-01,trial_start,,0.0,
368,155,2025-03-08,trial_churn,,0.0,
369,156,2024-07-14,trial_start,,0.0,
370,156,2024-07-21,trial_churn,,0.0,
371,157,2026-03-19,subscription_start,Premium,21.99,
372,158,2024-10-16,subscription_start,Premium,21.99,
373,158,2025-06-13,cancellation,Premium,-21.99,not_using
374,159,2025-04-02,trial_start,,0.0,
375,159,2025-04-09,subscription_start,Basic,9.99,
376,160,2024-11-25,trial_start,,0.0,
377,160,2024-12-02,subscription_start,Premium,21.99,
378,161,2026-03-05,trial_start,,0.0,
379,161,2026-03-12,trial_churn,,0.0,
380,162,2025-11-10,trial_start,,0.0,
381,162,2025-11-17,trial_churn,,0.0,
382,163,2025-08-27,trial_start,,0.0,
383,163,2025-09-03,subscription_start,Basic,9.99,
384,163,2025-10-03,cancellation,Basic,-9.99,found_alternative
385,164,2025-04-12,trial_start,,0.0,
386,164,2025-04-19,subscription_start,Premium,21.99,
387,165,2026-03-11,subscription_start,Standard,15.99,
388,166,2026-05-22,subscription_start,Standard,15.99,
389,167,2024-02-06,subscription_start,Standard,15.99,
390,167,2025-01-01,downgrade,Basic,9.99,
391,167,2025-04-01,upgrade,Standard,15.99,
392,167,2025-11-27,cancellation,Standard,-15.99,not_using
393,168,2026-02-03,trial_start,,0.0,
394,168,2026-02-10,subscription_start,Standard,15.99,
395,169,2025-12-11,trial_start,,0.0,
396,169,2025-12-18,subscription_start,Premium,21.99,
397,170,2025-01-18,subscription_start,Standard,15.99,
398,170,2026-04-13,upgrade,Family,27.99,
399,170,2026-06-12,downgrade,Premium,21.99,
400,170,2026-06-12,cancellation,Premium,-21.99,price
401,171,2024-07-03,trial_start,,0.0,
402,171,2024-07-10,trial_churn,,0.0,
403,172,2024-09-03,trial_start,,0.0,
404,172,2024-09-10,trial_churn,,0.0,
405,173,2025-04-15,subscription_start,Standard,15.99,
406,174,2025-11-24,subscription_start,Premium,21.99,
407,174,2025-12-24,cancellation,Premium,-21.99,found_alternative
408,174,2026-02-17,reactivation,Standard,15.99,
409,175,2024-11-02,subscription_start,Standard,15.99,
410,176,2024-07-22,trial_start,,0.0,
411,176,2024-07-29,trial_churn,,0.0,
412,177,2025-08-11,trial_start,,0.0,
413,177,2025-08-18,trial_churn,,0.0,
414,178,2025-08-02,subscription_start,Premium,21.99,
415,179,2024-08-23,trial_start,,0.0,
416,179,2024-08-30,trial_churn,,0.0,
417,180,2025-11-25,trial_start,,0.0,
418,180,2025-12-02,trial_churn,,0.0,
419,181,2025-03-27,subscription_start,Basic,9.99,
420,181,2025-04-26,cancellation,Basic,-9.99,content_dissatisfaction
421,182,2024-11-30,subscription_start,Standard,15.99,
422,182,2025-07-28,cancellation,Standard,-15.99,not_using
423,183,2025-01-09,trial_start,,0.0,
424,183,2025-01-16,subscription_start,Standard,15.99,
425,183,2025-03-17,upgrade,Premium,21.99,
426,183,2025-09-13,cancellation,Premium,-21.99,not_using
427,184,2026-04-24,subscription_start,Family,27.99,
428,185,2025-04-24,subscription_start,Premium,21.99,
429,186,2026-04-03,trial_start,,0.0,
430,186,2026-04-10,trial_churn,,0.0,
431,187,2024-05-06,trial_start,,0.0,
432,187,2024-05-13,subscription_start,Standard,15.99,
433,187,2025-10-05,cancellation,Standard,-15.99,found_alternative
434,187,2025-12-14,reactivation,Standard,15.99,
435,187,2026-01-13,cancellation,Standard,-15.99,content_dissatisfaction
436,187,2026-06-16,reactivation,Standard,15.99,
437,188,2026-04-22,trial_start,,0.0,
438,188,2026-04-29,trial_churn,,0.0,
439,189,2025-09-26,trial_start,,0.0,
440,189,2025-10-03,subscription_start,Standard,15.99,
441,190,2025-04-20,subscription_start,Family,27.99,
442,190,2025-07-19,cancellation,Family,-27.99,content_dissatisfaction
443,190,2025-08-25,reactivation,Family,27.99,
444,190,2025-09-24,downgrade,Premium,21.99,
445,190,2025-12-23,cancellation,Premium,-21.99,found_alternative
446,191,2024-11-07,trial_start,,0.0,
447,191,2024-11-14,subscription_start,Basic,9.99,
448,191,2026-01-08,cancellation,Basic,-9.99,price
449,192,2025-04-09,trial_start,,0.0,
450,192,2025-04-16,trial_churn,,0.0,
451,193,2026-01-30,trial_start,,0.0,
452,193,2026-02-06,trial_churn,,0.0,
453,194,2024-10-13,subscription_start,Basic,9.99,
454,195,2026-05-25,subscription_start,Family,27.99,
455,196,2025-10-22,subscription_start,Basic,9.99,
456,196,2026-01-20,upgrade,Standard,15.99,
457,196,2026-04-20,cancellation,Standard,-15.99,found_alternative
458,197,2026-04-23,subscription_start,Family,27.99,
459,198,2024-02-21,trial_start,,0.0,
460,198,2024-02-28,trial_churn,,0.0,
461,199,2026-04-29,trial_start,,0.0,
462,199,2026-05-06,subscription_start,Basic,9.99,
463,200,2024-05-31,subscription_start,Premium,21.99,
464,200,2025-11-22,downgrade,Standard,15.99,
465,201,2025-07-07,trial_start,,0.0,
466,201,2025-07-14,subscription_start,Basic,9.99,
467,201,2025-11-11,cancellation,Basic,-9.99,not_using
468,201,2026-01-05,reactivation,Standard,15.99,
469,202,2025-01-01,trial_start,,0.0,
470,202,2025-01-08,trial_churn,,0.0,
471,203,2026-01-29,trial_start,,0.0,
472,203,2026-02-05,subscription_start,Premium,21.99,
473,204,2025-01-05,subscription_start,Premium,21.99,
474,205,2024-02-14,trial_start,,0.0,
475,205,2024-02-21,subscription_start,Basic,9.99,
476,205,2024-04-21,cancellation,Basic,-9.99,technical_issues
477,206,2025-05-05,trial_start,,0.0,
478,206,2025-05-12,trial_churn,,0.0,
479,207,2024-03-23,trial_start,,0.0,
480,207,2024-03-30,trial_churn,,0.0,
481,208,2025-08-22,trial_start,,0.0,
482,208,2025-08-29,subscription_start,Standard,15.99,
483,209,2025-04-09,subscription_start,Premium,21.99,
484,209,2025-09-06,cancellation,Premium,-21.99,price
485,209,2026-02-13,reactivation,Premium,21.99,
486,210,2025-10-28,subscription_start,Premium,21.99,
487,211,2025-02-27,trial_start,,0.0,
488,211,2025-03-06,trial_churn,,0.0,
489,212,2024-11-16,trial_start,,0.0,
490,212,2024-11-23,trial_churn,,0.0,
491,213,2026-05-01,subscription_start,Family,27.99,
492,214,2025-07-23,subscription_start,Basic,9.99,
493,214,2025-11-20,upgrade,Family,27.99,
494,214,2026-04-19,cancellation,Family,-27.99,content_dissatisfaction
495,215,2025-02-24,subscription_start,Standard,15.99,
496,216,2026-01-08,trial_start,,0.0,
497,216,2026-01-15,subscription_start,Premium,21.99,
498,216,2026-05-15,cancellation,Premium,-21.99,content_dissatisfaction
499,217,2025-06-03,trial_start,,0.0,
500,217,2025-06-10,trial_churn,,0.0,
501,218,2025-07-23,subscription_start,Standard,15.99,
502,219,2026-05-15,subscription_start,Standard,15.99,
503,220,2025-07-24,trial_start,,0.0,
504,220,2025-07-31,trial_churn,,0.0,
505,221,2024-10-06,subscription_start,Standard,15.99,
506,221,2025-11-30,cancellation,Standard,-15.99,content_dissatisfaction
507,221,2026-02-26,reactivation,Standard,15.99,
508,222,2025-08-02,trial_start,,0.0,
509,222,2025-08-09,trial_churn,,0.0,
510,223,2025-06-27,trial_start,,0.0,
511,223,2025-07-04,subscription_start,Standard,15.99,
512,224,2026-01-08,subscription_start,Standard,15.99,
513,225,2024-06-08,trial_start,,0.0,
514,225,2024-06-15,subscription_start,Standard,15.99,
515,225,2025-10-08,upgrade,Premium,21.99,
516,225,2026-02-05,cancellation,Premium,-21.99,price
517,226,2025-11-08,trial_start,,0.0,
518,226,2025-11-15,subscription_start,Basic,9.99,
519,226,2025-12-15,cancellation,Basic,-9.99,found_alternative
520,226,2026-06-13,reactivation,Standard,15.99,
521,227,2025-06-08,trial_start,,0.0,
522,227,2025-06-15,subscription_start,Standard,15.99,
523,228,2025-11-14,trial_start,,0.0,
524,228,2025-11-21,subscription_start,Family,27.99,
525,228,2026-01-20,downgrade,Basic,9.99,
526,229,2024-07-28,trial_start,,0.0,
527,229,2024-08-04,subscription_start,Basic,9.99,
528,230,2024-05-02,trial_start,,0.0,
529,230,2024-05-09,subscription_start,Basic,9.99,
530,230,2024-08-07,cancellation,Basic,-9.99,price
531,231,2025-12-21,trial_start,,0.0,
532,231,2025-12-28,trial_churn,,0.0,
533,232,2026-06-01,subscription_start,Basic,9.99,
534,233,2025-08-12,trial_start,,0.0,
535,233,2025-08-19,trial_churn,,0.0,
536,234,2025-02-18,trial_start,,0.0,
537,234,2025-02-25,trial_churn,,0.0,
538,235,2025-12-07,trial_start,,0.0,
539,235,2025-12-14,trial_churn,,0.0,
540,236,2025-02-14,trial_start,,0.0,
541,236,2025-02-21,subscription_start,Standard,15.99,
542,236,2025-08-20,cancellation,Standard,-15.99,technical_issues
543,237,2026-03-08,trial_start,,0.0,
544,237,2026-03-15,subscription_start,Basic,9.99,
545,238,2026-03-05,trial_start,,0.0,
546,238,2026-03-12,trial_churn,,0.0,
547,239,2024-05-29,trial_start,,0.0,
548,239,2024-06-05,trial_churn,,0.0,
549,240,2026-03-02,trial_start,,0.0,
550,240,2026-03-09,trial_churn,,0.0,
551,241,2026-06-22,subscription_start,Premium,21.99,
552,242,2025-10-04,trial_start,,0.0,
553,242,2025-10-11,subscription_start,Basic,9.99,
554,243,2026-03-26,trial_start,,0.0,
555,243,2026-04-02,trial_churn,,0.0,
556,244,2025-04-07,trial_start,,0.0,
