user_id,signup_date,acquisition_channel,country,primary_device,had_trial
153,2024-04-05,direct,AR,SmartTV,False
154,2025-10-25,referral,MX,Roku,False
155,2025-03-01,direct,BR,Roku,True
156,2024-07-14,referral,AR,iOS,True
157,2026-03-19,paid_social,PT,Web,False
158,2024-10-16,affiliate,US,SmartTV,False
159,2025-04-02,referral,BR,Roku,True
160,2024-11-25,direct,BR,SmartTV,True
161,2026-03-05,organic_search,PT,SmartTV,True
162,2025-11-10,direct,US,iOS,True
163,2025-08-27,affiliate,AR,SmartTV,True
164,2025-04-12,email_campaign,US,Android,True
165,2026-03-11,paid_social,MX,iOS,False
166,2026-05-22,paid_social,BR,SmartTV,False
167,2024-02-06,organic_search,MX,Web,False
168,2026-02-03,paid_social,BR,iOS,True
169,2025-12-11,direct,BR,iOS,True
170,2025-01-18,,US,Roku,False
171,2024-07-03,organic_search,MX,SmartTV,True
172,2024-09-03,direct,BR,SmartTV,True
173,2025-04-15,influencer,AR,SmartTV,False
174,2025-11-24,organic_search,US,Web,False
175,2024-11-02,direct,MX,SmartTV,False
176,2024-07-22,affiliate,BR,SmartTV,True
177,2025-08-11,direct,BR,SmartTV,True
178,2025-08-02,direct,PT,Web,False
179,2024-08-23,affiliate,BR,Android,True
180,2025-11-25,influencer,AR,iOS,True
181,2025-03-27,referral,PT,iOS,False
182,2024-11-30,organic_search,BR,Roku,False
183,2025-01-09,referral,BR,Android,True
184,2026-04-24,direct,BR,Web,False
185,2025-04-24,organic_search,CO,SmartTV,False
186,2026-04-03,paid_social,PT,iOS,True
187,2024-05-06,paid_social,PT,Web,True
188,2026-04-22,direct,BR,Android,True
189,2025-09-26,paid_social,MX,iOS,True
190,2025-04-20,influencer,BR,iOS,False
191,2024-11-07,organic_search,BR,Roku,True
192,2025-04-09,influencer,PT,Roku,True
193,2026-01-30,direct,MX,SmartTV,True
194,2024-10-13,influencer,BR,SmartTV,False
195,2026-05-25,organic_search,MX,Roku,False
196,2025-10-22,organic_search,BR,iOS,False
197,2026-04-23,organic_search,BR,Roku,False
198,2024-02-21,organic_search,BR,Roku,True
199,2026-04-29,organic_search,BR,Android,True
200,2024-05-31,organic_search,AR,Android,False
201,2025-07-07,email_campaign,BR,iOS,True
202,2025-01-01,referral,BR,Web,True
203,2026-01-29,referral,PT,SmartTV,True
204,2025-01-05,referral,US,Android,False
205,2024-02-14,referral,US,iOS,True
206,2025-05-05,paid_social,BR,SmartTV,True
207,2024-03-23,influencer,BR,Web,True
208,2025-08-22,email_campaign,BR,Roku,True
209,2025-04-09,influencer,BR,iOS,False
210,2025-10-28,email_campaign,BR,SmartTV,False
211,2025-02-27,affiliate,BR,iOS,True
212,2024-11-16,paid_social,BR,SmartTV,True
213,2026-05-01,organic_search,BR,Web,False
214,2025-07-23,referral,US,Web,False
215,2025-02-24,affiliate,CO,SmartTV,False
216,2026-01-08,direct,MX,Web,True
217,2025-06-03,organic_search,US,iOS,True
218,2025-07-23,organic_search,BR,Android,False
219,2026-05-15,direct,PT,Roku,False
220,2025-07-24,,MX,Web,True
221,2024-10-06,direct,BR,Android,False
222,2025-08-02,paid_social,BR,iOS,True
223,2025-06-27,paid_social,US,Android,True
224,2026-01-08,email_campaign,US,iOS,False
225,2024-06-08,email_campaign,BR,iOS,True
226,2025-11-08,referral,US,Web,True
227,2025-06-08,paid_social,BR,Roku,True
228,2025-11-14,organic_search,BR,Roku,True
229,2024-07-28,direct,PT,Web,True
230,2024-05-02,referral,US,Android,True
231,2025-12-21,referral,AR,Web,True
232,2026-06-01,paid_social,US,iOS,False
233,2025-08-12,referral,MX,SmartTV,True
234,2025-02-18,direct,BR,Roku,True
235,2025-12-07,organic_search,AR,Android,True
236,2025-02-14,organic_search,AR,Web,True
237,2026-03-08,organic_search,MX,Roku,True
238,2026-03-05,paid_social,CO,Android,True
239,2024-05-29,organic_search,MX,iOS,True
240,2026-03-02,referral,PT,Roku,True
241,2026-06-22,influencer,CO,Web,False
242,2025-10-04,organic_search,BR,SmartTV,True
243,2026-03-26,referral,BR,iOS,True
244,2025-04-07,organic_search,AR,iOS,True
245,2026-05-25,influencer,US,SmartTV,True
246,2026-03-21,paid_social,PT,Android,True
247,2025-05-02,organic_search,BR,iOS,False
248,2026-05-07,direct,BR,Android,True
249,2025-12-25,direct,US,Roku,True
250,2025-01-16,paid_social,PT,Roku,True
251,2025-10-08,paid_social,BR,Roku,False
252,2024-10-17,email_campaign,MX,Roku,False
253,2024-12-07,referral,BR,Web,True
254,2025-11-02,organic_search,MX,iOS,True
255,2025-01-20,email_campaign,PT,Roku,True
256,2025-11-17,referral,BR,Web,True
257,2024-08-07,direct,US,Android,False
258,2024-06-07,paid_social,PT,Roku,False
259,2026-05-05,organic_search,BR,Roku,True
260,2025-01-20,organic_search,AR,Roku,False
261,2024-06-18,organic_search,BR,Android,False
262,2025-09-17,email_campaign,PT,Android,True
263,2024-11-12,direct,BR,Roku,False
264,2025-04-17,email_campaign,US,SmartTV,False
265,2026-04-16,affiliate,BR,Web,True
266,2025-05-07,referral,BR,Roku,False
267,2024-10-18,email_campaign,BR,Roku,True
268,2025-03-23,direct,BR,SmartTV,False
269,2024-01-28,organic_search,US,Android,True
270,2024-03-24,organic_search,BR,iOS,False
271,2025-10-27,email_campaign,BR,Web,False
272,2025-04-28,email_campaign,US,Roku,True
273,2024-03-22,paid_social,AR,Roku,False
274,2025-09-15,paid_social,PT,Android,True
275,2024-02-18,paid_social,PT,SmartTV,True
276,2026-05-06,referral,BR,Roku,True
277,2026-01-05,paid_social,BR,Web,True
278,2025-03-02,influencer,BR,Web,True
279,2025-06-22,referral,CO,Roku,True
280,2026-06-13,organic_search,BR,Web,True
281,2024-01-17,email_campaign,BR,iOS,False
282,2026-01-22,organic_search,BR,Web,False
283,2024-06-28,direct,US,Android,False
284,2024-03-05,organic_search,BR,Android,False
285,2024-11-19,referral,CO,Roku,True
286,2024-02-07,organic_search,BR,iOS,False
287,2024-12-05,organic_search,BR,SmartTV,False
288,2025-01-30,direct,US,SmartTV,True
289,2026-03-27,paid_social,BR,SmartTV,True
290,2025-09-08,referral,BR,iOS,True
291,2024-10-29,paid_social,MX,Android,False
292,2024-12-25,organic_search,AR,Web,True
293,2025-03-21,influencer,PT,iOS,True
294,2025-10-14,paid_social,PT,Android,False
295,2024-05-26,influencer,US,Android,True
296,2026-03-08,paid_social,BR,Roku,True
297,2024-06-06,direct,BR,iOS,True
298,2025-06-26,paid_social,MX,Android,False
299,2024-01-27,referral,BR,Roku,True
300,2026-03-04,email_campaign,BR,Roku,True
301,2025-05-17,organic_search,AR,SmartTV,True
302,2025-12-31,direct,PT,Web,False
303,2025-12-27,referral,BR,Web,False
304,2025-12-29,organic_search,BR,Android,True
305,2024-07-24,organic_search,US,Web,True
306,2025-01-12,affiliate,US,Roku,False
307,2024-03-08,paid_social,MX,SmartTV,True
308,2026-02-26,affiliate,BR,Web,True
309,2025-04-05,influencer,BR,Roku,True
310,2024-07-05,paid_social,AR,iOS,False
311,2025-06-14,paid_social,BR,Android,True
312,2025-06-15,affiliate,BR,Roku,True
313,2025-10-02,influencer,BR,Android,True
314,2025-08-17,organic_search,MX,Roku,True
315,2025-07-31,affiliate,BR,iOS,False
316,2026-02-28,paid_social,BR,Roku,True
317,2025-10-16,referral,MX,Web,True
318,2024-11-05,organic_search,PT,SmartTV,True
319,2024-03-15,organic_search,US,SmartTV,True
320,2025-09-13,paid_social,MX,Web,False
321,2024-05-13,referral,BR,Android,True
322,2024-09-30,organic_search,BR,Web,False
323,2026-06-03,paid_social,CO,Android,False
324,2025-08-14,organic_search,BR,Roku,True
325,2026-06-19,referral,BR,SmartTV,True
326,2024-09-03,referral,BR,Web,True
327,2026-06-22,influencer,BR,iOS,False
328,2025-03-17,direct,PT,SmartTV,True
329,2025-02-14,referral,BR,Roku,True
330,2025-01-30,referral,US,Roku,False
331,2024-05-01,direct,BR,Web,True
332,2025-01-09,organic_search,US,Roku,True
333,2024-02-09,email_campaign,PT,Roku,True
334,2025-09-12,organic_search,CO,Web,True
335,2025-09-23,referral,US,Roku,True
336,2025-12-26,paid_social,PT,Web,True
337,2024-04-22,referral,PT,iOS,True
338,2024-09-28,,PT,Roku,True
339,2024-02-22,referral,US,Roku,False
340,2025-01-24,affiliate,BR,Roku,False
341,2024-04-22,organic_search,BR,Android,True
342,2024-07-27,referral,MX,SmartTV,False
343,2026-01-23,email_campaign,US,Roku,True
344,2025-11-09,referral,BR,Android,True
345,2025-06-29,referral,MX,Web,True
346,2024-07-15,paid_social,BR,Web,False
347,2025-12-22,influencer,US,SmartTV,True
348,2026-03-25,paid_social,US,Roku,True
349,2025-02-08,direct,PT,Web,True
350,2026-01-01,paid_social,US,Web,False
351,2024-08-07,affiliate,BR,Roku,False
352,2024-05-20,influencer,US,Android,True
353,2025-06-27,influencer,BR,SmartTV,True
354,2025-04-28,influencer,BR,Roku,False
355,2024-06-10,influencer,AR,SmartTV,True
356,2024-07-23,paid_social,MX,iOS,False
357,2024-08-25,email_campaign,AR,iOS,False
358,2024-06-28,direct,BR,iOS,False
359,2025-02-10,organic_search,PT,Web,False
360,2024-01-10,referral,BR,Web,True
361,2025-10-18,referral,AR,Android,False
362,2025-04-24,organic_search,BR,Android,False
363,2025-10-25,email_campaign,BR,Web,False
364,2025-08-04,organic_search,AR,SmartTV,False
365,2025-06-11,organic_search,MX,Android,False
366,2025-05-03,direct,BR,SmartTV,True
367,2026-02-10,direct,BR,Roku,True
368,2025-10-31,influencer,BR,iOS,True
369,2024-06-12,influencer,CO,Web,False
370,2025-10-16,,BR,Android,True
371,2025-04-10,paid_social,MX,SmartTV,False
372,2026-04-01,email_campaign,MX,Roku,False
373,2024-03-24,paid_social,MX,iOS,False
374,2024-04-24,affiliate,AR,Android,True
375,2024-06-02,paid_social,US,iOS,False
376,2026-01-04,referral,AR,SmartTV,False
377,2025-04-09,referral,US,iOS,True
378,2025-11-19,email_campaign,BR,iOS,False
379,2025-08-15,organic_search,BR,iOS,True
380,2024-03-02,direct,US,Web,True
381,2026-02-26,email_campaign,CO,SmartTV,True
382,2025-01-26,affiliate,AR,SmartTV,True
383,2025-11-08,organic_search,AR,iOS,True
384,2025-07-04,referral,PT,Android,False
385,2026-02-13,direct,US,Roku,True
386,2025-01-23,organic_search,BR,Web,True
387,2026-06-15,organic_search,MX,Roku,False
388,2026-06-23,organic_search,BR,Roku,True
389,2025-09-04,organic_search,BR,SmartTV,True
390,2024-08-10,organic_search,CO,Android,False
391,2026-01-19,paid_social,US,Web,True
392,2026-06-16,direct,US,SmartTV,True
393,2024-03-03,direct,AR,Android,True
394,2025-03-13,referral,CO,SmartTV,False
395,2024-11-22,paid_social,BR,Android,False
396,2025-04-29,affiliate,BR,Android,False
397,2024-02-29,paid_social,US,Roku,True
398,2024-09-05,organic_search,MX,SmartTV,False
399,2024-04-04,email_campaign,BR,Web,True
400,2025-09-11,organic_search,BR,Roku,False
401,2025-07-26,referral,AR,Web,True
402,2024-01-16,direct,CO,iOS,False
403,2026-02-11,direct,MX,Android,True
404,2024-09-02,paid_social,BR,SmartTV,True
405,2025-01-02,paid_social,US,SmartTV,True
406,2026-04-02,email_campaign,BR,Android,True
407,2025-02-27,referral,BR,Android,True
408,2025-07-20,referral,US,Android,True
409,2024-08-23,referral,BR,Roku,False
410,2025-12-02,paid_social,AR,SmartTV,True
411,2026-01-20,organic_search,PT,SmartTV,True
412,2026-06-29,direct,CO,Roku,True
413,2026-05-17,direct,MX,iOS,True
414,2026-05-12,organic_search,MX,iOS,True
415,2025-04-11,organic_search,MX,Roku,False
416,2025-11-06,organic_search,US,SmartTV,True
417,2025-06-26,referral,BR,Roku,False
418,2025-11-21,affiliate,AR,iOS,False
419,2025-06-20,organic_search,MX,Web,False
420,2024-09-30,organic_search,CO,SmartTV,True
421,2025-12-14,paid_social,AR,iOS,False
422,2026-05-28,email_campaign,BR,SmartTV,True
423,2025-05-02,influencer,MX,iOS,True
424,2025-03-20,email_campaign,US,iOS,False
425,2024-02-13,organic_search,AR,Roku,True
426,2024-02-17,influencer,BR,Roku,True
427,2024-02-03,direct,BR,Android,True
428,2026-02-09,direct,BR,Roku,True
429,2026-05-04,influencer,US,SmartTV,False
430,2024-05-23,referral,CO,iOS,True
431,2024-08-25,paid_social,PT,Roku,True
432,2026-03-03,organic_search,BR,SmartTV,True
433,2024-12-30,direct,US,Roku,False
434,2024-03-28,paid_social,BR,iOS,True
435,2024-06-06,email_campaign,MX,SmartTV,True
436,2024-04-19,organic_search,BR,Web,False
437,2024-04-14,organic_search,US,Roku,True
438,2025-02-21,organic_search,BR,iOS,True
439,2026-03-14,affiliate,BR,SmartTV,True
440,2024-03-27,direct,CO,Roku,True
441,2025-12-02,organic_search,BR,Web,True
442,2024-03-05,paid_social,US,SmartTV,False
443,2025-01-04,direct,PT,SmartTV,True
444,2024-07-19,organic_search,BR,SmartTV,True
445,2025-09-27,affiliate,BR,Web,True
446,2026-04-23,direct,BR,Web,True
447,2025-12-12,referral,BR,SmartTV,False
448,2024-10-25,,US,Android,True
449,2024-10-14,paid_social,CO,Android,True
450,2025-07-12,influencer,US,SmartTV,False
451,2024-08-02,email_campaign,AR,iOS,False
452,2026-03-25,influencer,BR,Web,True
453,2025-11-05,email_campaign,PT,iOS,True
454,2025-09-04,referral,US,SmartTV,True
455,2026-03-20,email_campaign,PT,Roku,True
456,2024-03-28,email_campaign,MX,Web,True
457,2025-09-19,referral,MX,SmartTV,False
458,2024-12-05,organic_search,BR,Android,True
459,2025-06-15,referral,US,SmartTV,True
460,2025-04-19,influencer,BR,iOS,True
461,2024-10-29,direct,BR,Android,True
462,2024-12-17,email_campaign,US,Web,True
463,2025-03-24,paid_social,BR,iOS,True
464,2024-12-17,organic_search,PT,Android,True
465,2025-07-19,paid_social,US,SmartTV,True
466,2025-02-18,organic_search,MX,SmartTV,True
467,2026-01-25,direct,US,SmartTV,True
468,2025-12-22,organic_search,PT,iOS,True
469,2026-03-29,organic_search,BR,SmartTV,True
470,2025-11-17,referral,MX,Roku,True
471,2025-02-05,organic_search,BR,SmartTV,True
472,2026-04-13,direct,US,Android,True
473,2024-09-01,organic_search,BR,Android,True
474,2025-03-04,organic_search,BR,Android,True
475,2025-07-04,direct,BR,Android,True
476,2024-05-23,paid_social,US,iOS,False
477,2024-01-10,organic_search,PT,Roku,True
478,2025-05-21,influencer,US,SmartTV,True
479,2024-03-25,organic_search,PT,Web,True
480,2024-08-18,paid_social,PT,Roku,False
481,2026-02-23,,BR,iOS,True
482,2025-07-10,referral,PT,SmartTV,True
483,2025-03-11,email_campaign,MX,Android,True
484,2024-02-03,paid_social,AR,iOS,True
485,2024-04-30,organic_search,PT,Web,False
486,2025-09-16,paid_social,MX,Android,False
487,2026-04-04,referral,US,Roku,True
488,2024-11-27,paid_social,BR,Roku,False
489,2025-11-26,organic_search,PT,SmartTV,False
490,2024-10-10,organic_search,AR,Android,True
491,2024-11-25,email_campaign,MX,SmartTV,True
492,2025-10-09,influencer,BR,iOS,True
493,2026-06-20,paid_social,PT,Web,True
494,2025-05-14,referral,AR,iOS,False
495,2025-04-14,,BR,iOS,False
496,2025-02-11,direct,AR,SmartTV,True
497,2026-04-28,paid_social,US,Roku,False
498,2026-03-18,direct,PT,iOS,True
499,2026-03-13,organic_search,CO,Android,True
500,2024-01-01,organic_search,MX,Android,False
501,2024-11-05,affiliate,AR,iOS,False
502,2024-09-13,paid_social,AR,Android,True
503,2025-10-02,email_campaign,PT,SmartTV,False
504,2025-12-21,organic_search,US,Android,True
505,2025-06-15,organic_search,MX,iOS,False
506,2025-03-08,referral,BR,iOS,False
507,2024-04-14,paid_social,AR,Android,True
508,2026-04-12,influencer,MX,iOS,True
509,2024-01-09,influencer,US,Android,True
510,2024-06-04,influencer,US,Android,True
511,2024-04-12,email_campaign,US,SmartTV,True
512,2025-03-15,email_campaign,BR,iOS,True
513,2025-09-07,email_campaign,BR,iOS,False
514,2025-11-05,organic_search,MX,Android,False
515,2024-10-29,organic_search,AR,Android,True
516,2024-04-25,referral,US,Roku,False
517,2024-01-13,direct,BR,Roku,True
518,2025-07-13,email_campaign,CO,iOS,True
519,2024-03-10,paid_social,BR,iOS,False
520,2025-02-11,paid_social,MX,SmartTV,True
521,2025-02-15,influencer,US,Android,True
522,2024-11-13,referral,BR,Android,True
523,2025-02-04,influencer,AR,iOS,True
524,2025-03-23,organic_search,BR,SmartTV,True
525,2025-09-18,organic_search,MX,Android,True
526,2025-12-25,email_campaign,BR,Web,True
527,2026-03-12,organic_search,BR,Web,False
528,2024-04-30,,US,Roku,True
529,2025-12-30,influencer,US,Roku,True
530,2025-05-26,organic_search,BR,iOS,False
531,2025-11-21,organic_search,US,iOS,False
532,2024-01-13,organic_search,BR,Android,True
533,2026-05-28,referral,AR,SmartTV,True
534,2024-09-11,direct,BR,iOS,True
535,2024-05-02,influencer,BR,Android,False
536,2024-02-17,organic_search,US,Web,False
537,2024-11-14,organic_search,US,Web,True
538,2025-07-31,email_campaign,BR,Web,True
539,2025-05-20,email_campaign,US,Android,True
540,2025-02-23,organic_search,BR,iOS,False
541,2024-01-02,paid_social,PT,Web,True
542,2025-06-26,paid_social,CO,Android,False
543,2024-04-05,direct,AR,Roku,True
544,2025-01-16,direct,BR,iOS,True
545,2025-10-14,organic_search,US,SmartTV,False
546,2024-05-13,paid_social,AR,SmartTV,False
547,2026-01-23,paid_social,BR,iOS,False
548,2024-05-19,organic_search,BR,SmartTV,True
549,2025-02-20,referral,CO,Android,True
550,2025-04-19,affiliate,BR,Web,False
551,2025-12-14,organic_search,AR,Web,True
552,2025-12-29,direct,BR,iOS,False
553,2024-09-23,organic_search,US,SmartTV,True
554,2025-07-17,organic_search,BR,Android,True
555,2024-03-04,organic_search,AR,Web,False
556,2025-10-22,referral,BR,iOS,True
557,2024-03-07,direct,US,Android,True
558,2026-05-17,organic_search,CO,iOS,True
559,2025-08-10,affiliate,BR,iOS,True
560,2025-03-12,paid_social,AR,Web,True
561,2026-06-23,organic_search,MX,Android,True
562,2025-05-25,direct,US,iOS,True
563,2024-05-20,organic_search,AR,Roku,True
564,2026-04-01,email_campaign,CO,Web,True
565,2026-03-11,paid_social,US,Web,True
566,2024-07-03,paid_social,BR,Web,True
567,2025-04-28,paid_social,US,Android,False
568,2024-04-12,influencer,BR,iOS,False
569,2024-08-12,affiliate,PT,Web,False
570,2026-05-15,organic_search,US,Web,False
571,2024-01-29,direct,US,Roku,False
572,2026-05-06,referral,BR,iOS,True
573,2024-08-26,organic_search,US,iOS,True
574,2025-09-20,affiliate,BR,Android,False
575,2026-05-14,organic_search,BR,Android,False
576,2026-05-16,affiliate,CO,Web,False
577,2025-11-09,referral,BR,Web,True
578,2024-06-10,,CO,Web,True
579,2025-07-29,email_campaign,BR,Roku,False
580,2025-01-22,email_campaign,BR,Android,False
581,2025-12-19,paid_social,CO,Roku,True
582,2025-09-08,direct,CO,Android,True
583,2024-04-16,organic_search,PT,Android,True
584,2024-11-23,influencer,CO,Web,True
585,2024-09-28,organic_search,BR,Web,False
586,2026-01-07,organic_search,US,SmartTV,False
587,2026-06-24,referral,BR,Roku,True
588,2026-04-28,email_campaign,US,Android,True
589,2024-03-16,paid_social,BR,iOS,True
590,2024-06-23,organic_search,BR,iOS,True
591,2025-09-20,email_campaign,US,Android,True
592,2025-03-20,organic_search,BR,Android,True
593,2025-07-21,,BR,Android,True
594,2025-02-06,referral,US,iOS,True
595,2025-03-13,paid_social,MX,Roku,True
596,2024-04-09,organic_search,MX,iOS,True
597,2024-04-28,email_campaign,US,Web,True
598,2025-07-11,organic_search,AR,Web,True
599,2024-02-15,paid_social,BR,Web,True
600,2024-06-03,organic_search,BR,Roku,True
601,2026-02-13,organic_search,BR,SmartTV,False
602,2025-03-04,influencer,CO,Roku,False
603,2025-05-02,organic_search,AR,iOS,True
604,2025-06-13,influencer,MX,iOS,False
605,2025-04-04,direct,BR,Android,False
606,2024-05-09,paid_social,CO,SmartTV,True
607,2026-04-22,organic_search,US,Web,False
608,2026-04-06,,US,Roku,True
609,2024-10-09,referral,AR,Roku,True
610,2026-03-11,organic_search,BR,Roku,True
611,2026-02-15,direct,US,iOS,False
612,2026-06-07,direct,AR,Web,True
613,2025-05-12,influencer,BR,Web,True
614,2025-09-25,influencer,US,SmartTV,False
615,2024-12-05,organic_search,US,Web,False
616,2024-01-21,affiliate,BR,Web,False
617,2026-05-28,,BR,Web,False
618,2025-03-29,paid_social,US,iOS,True
619,2024-08-04,email_campaign,PT,Web,False
620,2025-06-11,organic_search,MX,SmartTV,True
621,2026-05-21,affiliate,BR,Android,False
622,2024-07-24,organic_search,US,Web,False
623,2024-10-07,affiliate,US,iOS,False
624,2024-09-04,referral,US,SmartTV,True
625,2024-12-24,organic_search,AR,iOS,True
626,2025-01-30,organic_search,US,Android,False
627,2025-10-24,influencer,BR,SmartTV,True
628,2026-06-04,referral,BR,Android,True
629,2024-01-09,paid_social,PT,Web,False
630,2025-12-27,paid_social,AR,Web,True
